loan_id,customer_id,loan_type,loan_amount,interest_rate,term_months,monthly_payment,remaining_balance,open_date,status,credit_score,annual_income,debt_to_income_ratio
LOAN-0715,CUST-00901,Mortgage,69371.44,9.78,24,3194.1,0.0,2022-10-28,Closed,732,93458.89,0.28
LOAN-0716,CUST-00433,Personal,28935.13,10.16,120,384.95,22906.98,2022-11-12,Active,630,20000.0,0.564
LOAN-0717,CUST-00722,Student,14786.26,6.55,12,1276.34,0.0,2022-02-16,Closed,755,20000.0,0.215
LOAN-0718,CUST-01490,Mortgage,59825.63,16.2,12,5433.69,0.0,2022-01-20,Closed,579,93077.36,0.602
LOAN-0719,CUST-00754,Student,44515.63,13.75,360,518.66,40805.99,2022-06-26,Active,691,53020.11,0.171
LOAN-0720,CUST-01360,Personal,16112.48,11.72,48,422.09,2685.41,2021-08-02,Active,680,70889.07,0.434
LOAN-0721,CUST-00961,Auto,33790.31,16.9,120,585.13,25905.9,2022-08-17,Active,850,52606.73,0.062
LOAN-0722,CUST-00748,Auto,16908.92,12.3,12,1504.71,0.0,2021-11-20,Closed,564,39859.89,0.225
LOAN-0723,CUST-00235,Personal,183016.76,3.71,12,15559.62,0.0,2022-07-25,Closed,675,117572.83,0.256
LOAN-0724,CUST-00443,Personal,39296.02,7.01,48,941.17,11461.34,2022-02-23,Active,651,187512.47,0.352
LOAN-0725,CUST-00595,Personal,69399.04,14.09,36,2374.93,3855.5,2022-02-01,Active,762,21520.34,0.219
LOAN-0726,CUST-00582,Business,53327.52,8.63,120,664.9,40440.04,2022-07-09,Active,556,55134.59,0.203
LOAN-0727,CUST-00347,Student,18597.02,16.37,12,1690.58,0.0,2022-05-03,Closed,779,26194.53,0.175
LOAN-0728,CUST-01003,Auto,12001.95,6.77,36,369.32,0.0,2021-07-31,Closed,631,133317.52,0.481
LOAN-0729,CUST-00050,Business,36139.56,16.08,24,1770.89,0.0,2022-07-22,Closed,663,100914.47,0.405
LOAN-0730,CUST-00269,Business,25732.53,16.25,48,732.57,2680.47,2021-05-12,Active,618,66638.26,0.151
LOAN-0731,CUST-00660,Business,20491.76,18.4,36,744.94,2846.08,2022-05-24,Active,639,39165.79,0.708
LOAN-0732,CUST-01417,Mortgage,180894.37,4.83,36,5407.77,35173.91,2022-07-01,Active,697,53688.22,0.426
LOAN-0733,CUST-01179,Mortgage,34404.7,6.7,36,1057.6,2867.06,2022-03-13,Active,758,76441.41,0.482
LOAN-0734,CUST-00736,Mortgage,9365.17,6.5,36,287.03,1821.01,2022-07-11,Active,807,325225.22,0.134
LOAN-0735,CUST-00048,Business,34642.92,16.78,360,487.71,22517.9,2021-05-05,Defaulted,524,40515.08,0.121
LOAN-0736,CUST-00410,Student,125732.11,13.82,48,3424.47,10477.68,2021-04-04,Active,805,104433.38,0.252
LOAN-0737,CUST-00590,Business,182730.89,15.51,120,3005.42,115729.56,2021-04-26,Late,655,84274.7,0.312
LOAN-0738,CUST-00373,Student,35092.72,16.01,24,1718.42,0.0,2021-05-28,Closed,564,133158.23,0.63
LOAN-0739,CUST-00921,Mortgage,33948.42,8.84,120,427.11,24046.8,2022-01-16,Active,708,25558.09,0.274
LOAN-0740,CUST-01174,Auto,27921.8,3.67,36,820.27,1551.21,2022-02-27,Active,740,67205.11,0.437
LOAN-0741,CUST-00098,Auto,19193.4,8.75,120,240.54,13115.49,2021-10-04,Active,664,20000.0,0.448
LOAN-0742,CUST-00098,Student,69177.84,10.21,36,2239.0,0.0,2021-04-19,Closed,664,20000.0,0.448
LOAN-0743,CUST-00778,Mortgage,17369.97,18.18,24,868.69,0.0,2021-03-05,Closed,689,25078.78,0.315
LOAN-0744,CUST-01001,Auto,70231.85,4.62,60,1313.17,35115.93,2022-06-16,Late,739,59832.4,0.272
LOAN-0745,CUST-01255,Personal,46835.62,12.8,48,1251.84,21466.33,2022-10-30,Active,737,65793.44,0.22
LOAN-0746,CUST-00123,Business,12200.63,3.93,360,57.76,11082.24,2022-03-05,Active,692,97664.84,0.346
LOAN-0747,CUST-00489,Student,21936.16,4.19,120,224.08,14258.5,2021-11-03,Defaulted,669,107183.83,0.554
LOAN-0748,CUST-01080,Student,59693.78,6.29,36,1823.85,9948.96,2022-06-25,Active,516,20000.0,0.128
LOAN-0749,CUST-01121,Personal,93738.46,15.38,360,1213.8,86447.69,2022-08-07,Active,662,38646.29,0.311
LOAN-0750,CUST-00307,Student,181345.85,9.83,120,2379.46,117874.8,2021-05-01,Defaulted,735,95211.4,0.234
LOAN-0751,CUST-00991,Student,26352.5,11.0,36,862.75,0.0,2021-04-25,Closed,743,34929.56,0.222
LOAN-0752,CUST-01024,Business,249417.31,15.15,48,6960.45,162121.25,2022-01-12,Defaulted,470,20581.29,0.319
LOAN-0753,CUST-01073,Auto,167809.21,6.48,36,5141.66,18645.47,2022-04-19,Active,829,78209.29,0.086
LOAN-0754,CUST-00704,Business,55083.44,16.69,24,2715.25,0.0,2021-06-10,Closed,613,64119.3,0.174
LOAN-0755,CUST-00004,Mortgage,9442.64,16.35,120,160.24,7239.36,2022-08-03,Active,556,62139.71,0.229
LOAN-0756,CUST-00588,Auto,42414.86,16.18,120,715.27,27569.66,2021-06-07,Active,733,57800.76,0.234
LOAN-0757,CUST-00191,Auto,45556.01,17.53,12,4166.39,0.0,2022-05-25,Closed,783,118166.66,0.47
LOAN-0758,CUST-00108,Business,7668.03,10.29,36,248.47,0.0,2021-11-07,Closed,803,38216.86,0.165
LOAN-0759,CUST-01053,Personal,45122.21,17.53,24,2242.45,0.0,2021-02-28,Closed,569,121860.17,0.265
LOAN-0760,CUST-00919,Business,12417.29,10.33,360,112.01,10830.64,2021-02-15,Active,569,39185.01,0.145
LOAN-0761,CUST-01472,Personal,17662.24,5.0,24,774.87,0.0,2022-03-10,Closed,649,31928.13,0.108
LOAN-0762,CUST-01091,Business,18090.89,6.16,12,1558.35,0.0,2022-06-16,Closed,645,20137.04,0.117
LOAN-0763,CUST-00633,Mortgage,70061.9,11.76,60,1550.0,36198.65,2022-07-09,Active,783,45581.95,0.11
LOAN-0764,CUST-01270,Auto,83826.1,17.34,48,2433.58,40166.67,2022-11-02,Active,580,75121.83,0.116
LOAN-0765,CUST-00772,Auto,28464.29,9.16,360,232.31,26329.47,2022-09-29,Active,691,39270.34,0.41
LOAN-0766,CUST-00252,Mortgage,9390.05,8.61,360,72.93,8529.3,2022-03-17,Active,803,65686.82,0.116
LOAN-0767,CUST-01395,Business,29435.79,12.2,12,2618.09,0.0,2022-06-10,Closed,707,21728.6,0.364
LOAN-0768,CUST-01163,Business,43423.33,4.33,24,1892.04,0.0,2021-05-29,Closed,741,81966.61,0.534
LOAN-0769,CUST-01292,Student,45131.11,17.97,24,2252.48,0.0,2022-04-02,Closed,660,40691.02,0.295
LOAN-0770,CUST-01360,Personal,20652.11,6.03,36,628.56,0.0,2021-02-28,Closed,680,70889.07,0.434
LOAN-0771,CUST-00946,Student,26368.05,17.82,36,950.89,0.0,2021-02-28,Closed,712,255463.54,0.551
LOAN-0772,CUST-00632,Personal,33818.5,13.46,120,514.16,24236.59,2022-02-11,Active,679,47612.76,0.348
LOAN-0773,CUST-00250,Business,21662.76,11.93,360,221.66,19255.79,2021-08-31,Active,725,57308.1,0.144
LOAN-0774,CUST-00197,Business,20229.76,12.3,24,955.12,0.0,2021-09-01,Closed,682,77736.8,0.515
LOAN-0775,CUST-00113,Business,35435.4,14.24,24,1705.38,0.0,2021-04-07,Closed,702,49443.84,0.099
LOAN-0776,CUST-01224,Business,30624.84,8.44,120,378.72,19906.15,2022-01-05,Defaulted,631,74577.8,0.679
LOAN-0777,CUST-00347,Student,75363.08,11.45,360,743.44,69292.17,2022-07-27,Active,779,26194.53,0.175
LOAN-0778,CUST-01174,Student,26071.19,16.56,36,923.81,7242.0,2022-10-04,Active,740,67205.11,0.437
LOAN-0779,CUST-00426,Business,5528.35,11.08,120,76.4,3593.43,2021-05-18,Defaulted,658,52372.6,0.41
LOAN-0780,CUST-01465,Student,93370.35,16.36,24,4587.78,0.0,2022-04-13,Closed,739,122728.45,0.048
LOAN-0781,CUST-01163,Student,98057.42,15.12,360,1249.3,63737.32,2022-01-25,Defaulted,741,81966.61,0.534
LOAN-0782,CUST-00317,Mortgage,47985.89,13.88,360,564.02,31190.83,2021-12-14,Defaulted,561,108157.82,0.625
LOAN-0783,CUST-00056,Auto,68785.73,7.64,360,487.57,60760.73,2021-06-07,Active,729,91489.06,0.267
LOAN-0784,CUST-01225,Business,124502.3,9.79,36,4005.08,17291.99,2022-05-10,Active,673,130788.93,0.472
LOAN-0785,CUST-01378,Personal,20630.87,14.38,48,567.71,13410.07,2022-09-16,Defaulted,574,29894.34,0.388
LOAN-0786,CUST-00151,Personal,9044.16,4.28,48,205.34,376.84,2021-02-18,Late,741,103144.43,0.287
LOAN-0787,CUST-00781,Student,26776.05,4.44,360,134.72,24321.58,2022-03-19,Active,731,37469.27,0.244
LOAN-0788,CUST-00272,Auto,28530.33,5.28,36,858.67,0.0,2021-05-30,Closed,617,67323.06,0.355
LOAN-0789,CUST-01488,Business,80630.23,7.29,48,1941.66,3359.59,2021-02-15,Late,647,98778.81,0.437
LOAN-0790,CUST-00207,Business,26021.27,13.86,120,401.84,19732.8,2022-07-05,Active,561,153497.52,0.094
LOAN-0791,CUST-00465,Mortgage,125861.6,6.71,36,3869.57,0.0,2021-08-01,Closed,526,86692.16,0.292
LOAN-0792,CUST-01298,Mortgage,26733.9,7.29,36,829.01,0.0,2021-03-21,Closed,709,48242.09,0.777
LOAN-0793,CUST-00140,Mortgage,67531.11,12.84,12,6026.63,0.0,2021-06-24,Closed,850,44118.76,0.328
LOAN-0794,CUST-01011,Student,16056.12,16.93,60,398.43,5084.44,2021-07-21,Active,687,91795.19,0.16
LOAN-0795,CUST-01171,Business,12753.81,18.46,120,233.6,9459.08,2022-05-21,Active,652,126644.06,0.137
LOAN-0796,CUST-00845,Personal,16765.72,17.87,36,605.03,0.0,2021-11-30,Closed,850,95053.6,0.128
LOAN-0797,CUST-01141,Mortgage,12914.19,6.29,48,305.01,2421.41,2021-09-03,Active,845,68265.23,0.159
LOAN-0798,CUST-00962,Auto,97387.74,13.8,12,8735.0,0.0,2021-06-27,Closed,746,45164.93,0.337
LOAN-0799,CUST-00809,Auto,33073.79,15.91,12,2999.4,0.0,2022-06-25,Closed,505,20000.0,0.283
LOAN-0800,CUST-00823,Mortgage,33302.01,5.07,24,1462.05,0.0,2021-09-15,Closed,679,42738.66,0.571
LOAN-0801,CUST-01199,Mortgage,23307.48,11.2,360,225.49,20588.27,2021-06-04,Late,496,61209.98,0.286
LOAN-0802,CUST-00410,Student,16513.66,5.53,120,179.46,10458.65,2021-04-26,Active,805,104433.38,0.252
LOAN-0803,CUST-01149,Mortgage,79428.05,18.02,36,2872.31,6619.0,2022-03-02,Active,817,61597.0,0.442
LOAN-0804,CUST-00546,Student,48444.86,8.21,48,1187.46,18166.82,2022-06-09,Active,695,61005.24,0.256
LOAN-0805,CUST-00581,Student,67382.02,6.75,12,5822.58,0.0,2021-09-07,Closed,773,40522.64,0.2
LOAN-0806,CUST-01148,Personal,36113.25,11.27,36,1186.92,11034.6,2022-11-13,Active,582,36587.05,0.379
LOAN-0807,CUST-00406,Personal,14848.01,5.65,48,346.33,3402.67,2021-11-29,Active,783,74068.43,0.48
LOAN-0808,CUST-00512,Student,161245.6,13.89,120,2492.95,116903.06,2022-03-17,Active,560,177175.88,0.257
LOAN-0809,CUST-00953,Personal,62096.68,14.63,48,1716.57,9055.77,2021-07-28,Active,665,43382.61,0.11
LOAN-0810,CUST-01430,Personal,15388.14,9.74,24,708.24,0.0,2022-05-29,Closed,704,95431.99,0.094
LOAN-0811,CUST-00399,Student,45846.73,13.16,48,1233.6,18147.66,2022-07-23,Active,700,97697.98,0.498
LOAN-0812,CUST-01473,Business,31709.49,13.35,36,1073.77,7046.55,2022-08-19,Active,719,28962.08,0.343
LOAN-0813,CUST-01382,Personal,47776.46,15.68,12,4327.57,0.0,2021-02-15,Closed,714,33363.85,0.399
LOAN-0814,CUST-00227,Student,34571.84,13.4,60,793.71,9795.35,2021-05-26,Active,755,82941.42,0.162
LOAN-0815,CUST-00843,Business,22545.9,8.0,360,165.43,19978.17,2021-07-24,Active,715,46825.29,0.247
LOAN-0816,CUST-00421,Auto,71285.68,17.72,360,1058.06,63761.08,2021-10-09,Active,716,263331.38,0.246
LOAN-0817,CUST-01407,Business,25876.12,17.63,48,755.12,16819.48,2022-08-18,Defaulted,594,62812.44,0.315
LOAN-0818,CUST-01038,Mortgage,57636.24,12.52,60,1297.28,31699.93,2022-09-05,Active,727,62983.64,0.276
LOAN-0819,CUST-01045,Student,42072.03,15.09,120,681.09,31203.42,2022-05-15,Active,609,67974.2,0.3
LOAN-0820,CUST-00077,Personal,31760.66,12.48,48,843.88,20644.43,2022-02-26,Defaulted,684,37023.73,0.522
LOAN-0821,CUST-01297,Auto,23868.74,16.45,48,681.96,3978.12,2021-08-22,Active,755,70819.29,0.493
LOAN-0822,CUST-00698,Mortgage,21456.11,16.58,60,528.41,6079.23,2021-05-23,Late,638,132332.07,0.358
LOAN-0823,CUST-00368,Mortgage,18127.02,4.54,24,791.53,0.0,2021-12-28,Closed,809,156728.63,0.108
LOAN-0824,CUST-00645,Mortgage,25747.3,15.12,48,718.13,4291.22,2021-08-18,Active,505,56759.48,0.221
LOAN-0825,CUST-00892,Mortgage,69922.67,8.26,24,3170.71,0.0,2021-04-26,Closed,782,25231.95,0.23
LOAN-0826,CUST-01068,Auto,398600.13,14.05,48,10902.34,24912.51,2021-03-11,Active,629,68813.46,0.142
LOAN-0827,CUST-00567,Student,30182.37,6.18,12,2600.19,0.0,2021-04-29,Closed,622,46792.42,0.046
LOAN-0828,CUST-00525,Student,20841.73,12.58,48,554.8,5210.43,2021-12-21,Late,788,20000.0,0.835
LOAN-0829,CUST-01316,Personal,95322.72,8.74,360,749.22,85525.66,2021-11-22,Active,799,96328.03,0.813
LOAN-0830,CUST-01448,Business,6901.42,14.56,12,621.48,0.0,2021-10-17,Closed,598,59307.79,0.312
LOAN-0831,CUST-01299,Student,71735.22,18.38,48,2121.49,11955.87,2021-08-17,Active,765,41482.92,0.507
LOAN-0832,CUST-00558,Mortgage,60921.55,14.2,120,953.25,43152.76,2022-01-01,Active,664,100029.5,0.326
LOAN-0833,CUST-00735,Student,6391.47,7.02,36,197.41,0.0,2021-09-11,Closed,678,28486.75,0.124
LOAN-0834,CUST-01478,Personal,48075.29,6.83,36,1480.69,0.0,2021-12-01,Closed,696,27105.51,0.281
LOAN-0835,CUST-00166,Student,133050.15,8.68,120,1662.47,90917.6,2021-10-14,Active,672,76794.95,0.28
LOAN-0836,CUST-00130,Business,42669.06,9.89,360,370.99,38994.78,2022-05-04,Active,650,42743.24,0.325
LOAN-0837,CUST-00050,Business,34700.83,5.72,360,201.84,30363.23,2021-03-21,Active,663,100914.47,0.405
LOAN-0838,CUST-00781,Personal,32624.37,17.32,48,946.79,5437.39,2021-08-22,Active,731,37469.27,0.244
LOAN-0839,CUST-00026,Personal,51366.25,17.27,360,743.58,44945.47,2021-03-02,Active,705,116936.8,0.408
LOAN-0840,CUST-00249,Student,41726.56,16.31,24,2049.25,0.0,2021-04-05,Closed,850,75582.46,0.156
LOAN-0841,CUST-01113,Personal,10575.74,6.62,60,207.52,2643.93,2021-03-30,Active,850,46142.74,0.358
LOAN-0842,CUST-01261,Auto,51029.57,5.44,360,287.82,47485.85,2022-11-26,Active,680,35226.52,0.446
LOAN-0843,CUST-01419,Mortgage,35564.77,16.31,36,1255.8,7903.28,2022-08-28,Active,701,70437.65,0.341
LOAN-0844,CUST-00678,Auto,19448.45,15.82,48,549.38,12641.49,2022-07-30,Defaulted,632,75462.02,0.445
LOAN-0845,CUST-00951,Mortgage,47711.85,5.15,24,2096.39,0.0,2022-03-14,Closed,591,42664.44,0.349
LOAN-0846,CUST-00338,Auto,26960.2,11.52,120,379.36,17748.8,2021-07-06,Active,737,63464.88,0.763
LOAN-0847,CUST-00115,Business,79083.49,9.78,360,681.19,51404.27,2021-03-07,Defaulted,548,83630.35,0.39
LOAN-0848,CUST-01028,Mortgage,50534.04,18.38,120,922.95,32847.13,2021-07-22,Defaulted,685,115967.17,0.354
LOAN-0849,CUST-00912,Business,39215.61,14.01,48,1071.82,11437.89,2022-02-04,Active,632,20311.54,0.125
LOAN-0850,CUST-01045,Business,21078.95,18.08,48,620.08,2195.72,2021-05-26,Active,609,67974.2,0.3
LOAN-0851,CUST-00407,Auto,36973.34,13.02,48,992.27,24032.67,2022-07-26,Defaulted,653,60666.48,0.7
LOAN-0852,CUST-00299,Mortgage,81571.48,12.99,360,901.71,71375.04,2021-03-11,Active,615,100824.79,0.271
LOAN-0853,CUST-00227,Auto,20484.16,16.18,12,1860.29,0.0,2021-05-15,Closed,755,82941.42,0.162
LOAN-0854,CUST-00201,Auto,23922.48,8.38,36,753.84,0.0,2021-03-22,Closed,698,135930.55,0.325
LOAN-0855,CUST-00747,Personal,75067.88,4.97,36,2248.84,4170.44,2022-02-14,Active,773,117770.69,0.058
LOAN-0856,CUST-00548,Student,38567.7,11.6,24,1808.32,0.0,2021-06-13,Closed,599,170037.09,0.151
LOAN-0857,CUST-01161,Business,61192.74,14.85,12,5518.82,0.0,2021-05-11,Closed,801,67529.55,0.109
LOAN-0858,CUST-01093,Personal,26251.17,11.66,36,867.66,0.0,2021-05-23,Closed,528,37642.17,0.188
LOAN-0859,CUST-01224,Mortgage,119919.5,13.91,360,1412.35,111258.65,2022-10-12,Active,631,74577.8,0.679
LOAN-0860,CUST-00580,Personal,19227.2,14.05,120,299.11,11856.77,2021-02-27,Active,649,35116.69,0.451
LOAN-0861,CUST-00864,Personal,11483.28,5.99,120,127.43,7464.13,2022-06-23,Defaulted,497,49574.74,0.424
LOAN-0862,CUST-00086,Student,17564.6,15.11,48,489.82,1097.79,2021-03-23,Active,656,82750.12,0.245
LOAN-0863,CUST-00009,Auto,36288.36,13.85,360,425.67,33768.33,2022-11-09,Active,777,83819.58,0.476
LOAN-0864,CUST-01274,Personal,57748.99,4.37,24,2517.27,0.0,2021-12-02,Closed,714,66181.64,0.302
LOAN-0865,CUST-00054,Student,16151.24,4.07,24,701.87,0.0,2022-05-22,Closed,625,46048.02,0.474
LOAN-0866,CUST-01374,Student,75512.67,7.98,48,1842.78,25170.89,2022-04-07,Active,750,136001.42,0.513
LOAN-0867,CUST-01499,Student,14301.12,17.61,48,417.19,893.82,2021-03-20,Active,809,109477.22,0.217
LOAN-0868,CUST-00725,Student,36215.5,17.71,12,3315.24,0.0,2022-03-20,Closed,728,29875.58,0.105
LOAN-0869,CUST-00587,Auto,12299.84,18.5,36,447.76,1366.65,2022-04-07,Active,547,68435.88,0.302
LOAN-0870,CUST-00129,Business,75448.74,8.31,36,2375.09,14670.59,2022-07-05,Active,703,84805.23,0.166
LOAN-0871,CUST-00367,Mortgage,34025.63,4.14,120,346.76,21833.11,2021-05-30,Active,705,54399.22,0.456
LOAN-0872,CUST-01019,Personal,12307.36,11.73,36,407.2,0.0,2021-11-09,Closed,612,115663.73,0.261
LOAN-0873,CUST-01345,Student,12885.65,14.81,48,357.38,5637.47,2022-09-21,Active,779,56517.48,0.249
LOAN-0874,CUST-00118,Personal,36229.63,8.7,36,1147.04,0.0,2021-11-04,Closed,780,52868.61,0.282
LOAN-0875,CUST-00477,Mortgage,28097.73,17.09,60,699.66,13112.27,2022-04-22,Active,563,38426.42,0.654
LOAN-0876,CUST-00824,Business,9658.26,5.37,24,425.32,0.0,2022-06-16,Closed,665,90727.54,0.07
LOAN-0877,CUST-00898,Auto,119384.15,16.3,12,10848.78,0.0,2022-06-17,Closed,724,150300.67,0.691
LOAN-0878,CUST-00591,Personal,42692.11,13.33,36,1445.26,8301.24,2022-07-28,Active,801,39811.42,0.133
LOAN-0879,CUST-01149,Personal,64855.93,10.16,120,862.83,45939.62,2022-01-09,Active,817,61597.0,0.442
LOAN-0880,CUST-00499,Business,40459.06,6.53,12,3492.03,0.0,2022-07-18,Closed,652,34265.09,0.183
LOAN-0881,CUST-00499,Business,19303.49,4.03,48,436.11,6032.34,2022-03-26,Active,652,34265.09,0.183
LOAN-0882,CUST-01040,Personal,54570.64,17.21,120,955.7,40473.22,2022-05-27,Active,770,30113.96,0.158
LOAN-0883,CUST-00270,Auto,52147.87,5.88,48,1221.83,8691.31,2021-08-26,Active,753,26170.91,0.513
LOAN-0884,CUST-01142,Personal,17881.5,5.74,120,196.19,12219.02,2021-10-02,Active,772,67579.68,0.219
LOAN-0885,CUST-00557,Business,30282.47,16.64,24,1492.0,0.0,2021-07-15,Closed,794,95007.17,0.429
LOAN-0886,CUST-00552,Student,56619.52,10.64,360,523.86,52373.06,2022-09-06,Active,497,60111.0,0.176
LOAN-0887,CUST-00611,Personal,16259.32,13.86,12,1458.81,0.0,2022-11-18,Closed,581,35243.24,0.447
LOAN-0888,CUST-00611,Personal,62580.11,7.48,360,436.71,57365.1,2022-06-11,Active,581,35243.24,0.447
LOAN-0889,CUST-01339,Student,20092.27,5.88,24,889.42,0.0,2022-04-22,Closed,638,89597.0,0.569
LOAN-0890,CUST-01095,Business,55931.11,15.8,12,5069.39,0.0,2021-08-20,Closed,584,140837.1,0.044
LOAN-0891,CUST-01260,Mortgage,75490.04,15.17,360,964.8,66053.78,2021-03-29,Active,696,134226.08,0.292
LOAN-0892,CUST-00806,Student,56426.39,13.15,24,2686.59,0.0,2022-05-31,Closed,662,44519.45,0.249
LOAN-0893,CUST-01458,Personal,22894.48,16.56,24,1127.12,0.0,2021-06-07,Closed,724,20000.0,0.103
LOAN-0894,CUST-01140,Student,135381.81,9.01,48,3369.62,25384.09,2021-09-13,Active,612,30619.5,0.469
LOAN-0895,CUST-00632,Auto,13858.65,4.23,36,410.58,769.93,2022-02-14,Active,679,47612.76,0.348
LOAN-0896,CUST-01463,Personal,32995.48,12.36,60,739.98,17047.66,2022-07-23,Active,708,73550.99,0.341
LOAN-0897,CUST-00079,Mortgage,51128.2,13.68,36,1739.5,0.0,2021-06-02,Closed,628,46538.7,0.301
LOAN-0898,CUST-01308,Auto,15783.59,4.29,12,1346.06,0.0,2022-10-03,Closed,652,44419.01,0.369
LOAN-0899,CUST-00087,Business,157360.72,12.51,120,2304.3,121954.56,2022-09-21,Active,770,51605.74,0.184
LOAN-0900,CUST-00351,Mortgage,73911.06,6.85,120,852.47,50505.89,2021-10-05,Active,747,48392.26,0.447
LOAN-0901,CUST-00521,Personal,51994.72,18.47,60,1333.65,27730.52,2022-08-20,Active,421,43987.72,0.616
LOAN-0902,CUST-01462,Business,36050.98,15.13,24,1750.22,0.0,2021-04-23,Closed,558,57669.78,0.191
LOAN-0903,CUST-00221,Student,23491.46,8.38,48,577.69,1468.22,2021-03-21,Active,672,86703.52,0.109
LOAN-0904,CUST-01005,Student,63884.37,6.65,360,410.12,56963.56,2021-09-22,Active,586,58523.9,0.498
LOAN-0905,CUST-01259,Auto,113032.41,15.64,24,5515.0,0.0,2021-04-13,Closed,850,70853.68,0.39
LOAN-0906,CUST-01011,Business,73813.56,6.05,60,1428.74,24604.52,2021-08-10,Active,687,91795.19,0.16
LOAN-0907,CUST-00767,Auto,38467.34,15.04,12,3472.72,0.0,2022-05-25,Closed,578,70196.31,0.368
LOAN-0908,CUST-00792,Personal,26338.62,9.98,12,2315.34,0.0,2022-06-15,Closed,771,83292.78,0.509
LOAN-0909,CUST-00027,Mortgage,32667.54,15.68,36,1143.34,7259.45,2022-08-17,Active,575,65917.43,0.335
LOAN-0910,CUST-00193,Personal,31719.64,7.59,36,987.99,0.0,2021-08-03,Closed,748,55057.95,0.59
LOAN-0911,CUST-00724,Auto,14469.33,17.84,36,521.94,4019.26,2022-10-18,Active,669,20000.0,0.318
LOAN-0912,CUST-01130,Mortgage,57492.16,5.21,120,615.71,35453.5,2021-02-16,Active,820,22486.17,0.488
LOAN-0913,CUST-01444,Personal,76768.74,14.5,48,2117.12,17592.84,2021-11-05,Active,725,61273.78,0.547
LOAN-0914,CUST-01071,Mortgage,96606.76,10.65,120,1311.69,67624.73,2021-12-22,Active,754,20952.62,0.651
LOAN-0915,CUST-00299,Auto,86697.76,7.21,24,3889.94,0.0,2022-06-07,Closed,615,100824.79,0.271
LOAN-0916,CUST-00125,Student,13743.03,16.27,360,187.81,12597.78,2022-06-01,Active,563,51278.07,0.4
LOAN-0917,CUST-00958,Business,80852.0,18.22,48,2384.33,20213.0,2021-12-26,Active,659,46920.27,0.292
LOAN-0918,CUST-01337,Mortgage,18484.86,9.61,120,240.3,14171.73,2022-08-01,Active,660,62078.54,0.252
LOAN-0919,CUST-00053,Personal,144174.7,9.77,12,12659.83,0.0,2022-11-20,Closed,807,83919.45,0.237
LOAN-0920,CUST-00745,Personal,76761.15,9.03,24,3507.87,0.0,2022-07-24,Closed,568,68268.6,0.301
LOAN-0921,CUST-00634,Business,23594.89,14.11,36,807.68,3932.48,2022-06-07,Active,586,68460.45,0.171
LOAN-0922,CUST-01495,Personal,22142.99,11.19,60,483.54,14392.94,2022-11-27,Defaulted,460,31262.88,0.288
LOAN-0923,CUST-01494,Mortgage,55717.53,11.66,12,4941.58,0.0,2021-02-23,Closed,648,136571.3,0.43
LOAN-0924,CUST-01358,Student,7014.78,13.72,48,190.71,1315.27,2021-09-14,Active,545,86412.36,0.239
LOAN-0925,CUST-01380,Mortgage,48108.35,15.52,36,1679.97,0.0,2021-07-26,Closed,722,139080.64,0.294
LOAN-0926,CUST-00944,Auto,188669.3,11.93,24,8875.15,0.0,2021-09-11,Closed,600,53152.07,0.407
LOAN-0927,CUST-00478,Personal,17758.88,8.4,12,1548.1,0.0,2022-12-01,Closed,732,37319.64,0.239
LOAN-0928,CUST-00309,Auto,28692.62,15.08,60,683.8,9086.0,2021-07-22,Active,686,42429.34,0.584
LOAN-0929,CUST-00001,Business,34220.5,5.33,360,190.67,31178.68,2022-04-17,Active,743,55489.81,0.499
LOAN-0930,CUST-01486,Student,42799.18,16.97,48,1234.31,18724.64,2022-09-04,Active,744,44610.82,0.255
LOAN-0931,CUST-00924,Auto,27837.66,3.93,48,627.68,1739.85,2021-03-09,Active,607,216599.49,0.483
LOAN-0932,CUST-00471,Mortgage,23453.33,4.55,120,243.63,16612.78,2022-01-15,Active,638,62687.33,0.272
LOAN-0933,CUST-01125,Mortgage,29399.64,7.42,48,709.75,4899.94,2021-08-01,Active,779,114576.01,0.361
LOAN-0934,CUST-00263,Business,80351.27,9.06,120,1020.47,52228.33,2022-03-20,Defaulted,590,24612.98,0.143
LOAN-0935,CUST-00050,Student,74140.96,11.54,360,736.48,67962.55,2022-06-23,Active,663,100914.47,0.405
LOAN-0936,CUST-00092,Business,59718.43,12.9,60,1355.72,32845.14,2022-09-25,Active,646,46884.83,0.176
LOAN-0937,CUST-01264,Personal,98041.8,12.58,60,2209.73,32680.6,2021-08-05,Active,752,77168.76,0.216
LOAN-0938,CUST-01205,Personal,25227.61,4.25,360,124.1,22284.39,2021-06-01,Active,626,37298.16,0.229
LOAN-0939,CUST-00394,Student,80352.11,9.59,48,2022.15,36828.05,2022-10-28,Active,607,75009.46,0.439
LOAN-0940,CUST-00854,Student,22187.75,16.08,360,299.8,19722.44,2021-08-15,Active,691,80706.98,0.422
LOAN-0941,CUST-01111,Mortgage,43595.48,12.5,60,980.81,10172.28,2021-02-07,Active,716,118644.34,0.093
LOAN-0942,CUST-01141,Business,37142.06,17.34,12,3393.53,0.0,2021-03-10,Closed,845,68265.23,0.159
LOAN-0943,CUST-01183,Mortgage,64163.72,7.86,12,5577.35,0.0,2022-03-29,Closed,609,44263.89,0.091
